,comment,recommend,prediction,no preprocessing,no smoothing,no preprocessing or smoothing
198,"['این', 'صابون', 'لوکسه', 'که', 'رو', 'یک', 'سر', 'چیز', 'چسبودن', 'که', 'وقت', 'نایلون', 'دور', 'صابونو', 'باز', 'میکن', 'هم', 'میریزه', 'حت', 'فرشته', 'رو', 'و', 'فقط', 'یک', 'صابون', 'لوکس', 'میمونه', 'نقد', 'صابون']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
199,"['عالییع', '.', 'ازاین', 'به', 'نمیشه', 'ferrari', '.', 'man', 'in', 'red']",recommended,recommended,recommended,recommended,recommended
200,"['خیل', 'طول', 'م', 'کشه', 'تا', 'بره', 'تو', 'باز', 'باز', 'بد']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
201,"['کیف', 'صدا', 'متوسط', 'اس', '.', 'یبار', 'بلوتوث', 'وصل', 'نمیشد', 'به', 'گوش', 'هربار', 'زنگ', 'میزد', 'گارانت', 'یه', 'شماره', 'دیگه', 'به', 'میدادن', 'و', 'با', 'اون', 'شماره', 'که', 'تماس', 'میگرف', 'یا', 'پاسخ', 'نمیدادن', 'یا', 'میگفتن', 'به', 'همون', 'گارانت', 'که', 'رو', 'محصول', 'نوشته', 'تماس', 'گرفت#گیر', '.', 'آخر', 'به', 'هیچ', 'نتیجه', 'ا', 'رسید#رس', 'و', 'خود', 'به', 'خود', 'درس', 'شد#شو', '.', '\r', 'در', 'ضمن', 'خیل', 'خوب', 'رو', 'گردن', 'جف', 'و', 'جور', 'نمیشه', 'و', 'طراح', 'افتضاحه', 'ول', 'باطر', 'خیل', 'خوب', 'شارژ', 'نگه', 'میداره', '.', 'یه', 'نوع', 'به', 'گرفت#گیر']",not_recommended,not_recommended,not_recommended,recommended,recommended
202,"['این', 'هدفون', 'رو', 'در', 'فرو', 'ویژه', 'از', 'دیج', 'کالا', 'تهیه', 'کرد#کن', 'و', 'در', 'این', '2', 'روز', 'که', 'استفاده', 'کرد#کن', 'مشاهد', 'من', 'به', 'اینصورت\r', '1-', 'کیف', 'صدا', 'قابل', 'قبول', '(', 'پاور', 'بیتس', '2', 'دار', ')', 'ول', 'صدا', 'رو', 'خیل', 'نمیشه', 'زیاد', 'کرد#کن', 'چون', 'قشنگ', 'سر', 'درد', 'میاره\r', '2-', 'برا', 'ورز', 'مخصوصا', 'دوچرخه', 'سوار', 'خرید', 'که', 'اصلاً', 'توصیه', 'نم', 'کن', '،', 'برا', 'اینکه', 'به', 'محض', 'اینکه', 'تو', 'گو', 'میره', 'شما', 'صدا', 'بیرون', 'رو', 'نم', 'شنو', 'که', 'برا', 'ورزش', 'مثل', 'دوچرخه', 'سوار', 'خیل', 'خطرناک\r', '3-', 'برد', 'بلوتوث', 'در', 'حد', '2', '-', '3', '', 'و', 'ب', 'نیس', '،', 'بطوریکه', 'وقت', 'سوار', 'دوچرخه', 'ا', 'و', 'گردن', 'رو', 'م', 'چرخون', 'ارتباط', 'با', 'گوش', 'قطع', 'میشه\r', '4-', 'شارژ', 'ده', 'اعلام', 'در', 'دیج', 'کالا', 'برا', 'گو', 'دادن', 'به', 'موسیق', '8', 'ساع', 'که', 'طبق', 'دفترچه', 'همراه', 'هدفون', 'ب', 'از', '5', 'ساع', 'و', 'قطعاً', '6', 'ساع', 'نیس', '!', '\r', 'در', 'کل', 'با', 'توجه', 'به', 'گرون', '', 'اخیر', 'و', 'قیم', '', 'فضا', 'بازار', '،', 'کیف', 'خوب', 'داره', 'و', 'برا', 'گو', 'دادن', 'به', 'موسیق', 'مناسب', 'هس', '(', 'بیس', 'واقعاً', 'عال', 'داره', ')', '.', 'ول', 'برا', 'دوچرخه', 'سوار', 'و', 'موتور', 'که', 'نیاز', 'هس', 'کم', 'ه', 'صدا', 'محیط', 'رو', 'شنید#شنو', 'اصلاً', 'توصیه', 'نمیشه', 'و', 'خیل', 'خطرناک', 'نظر', 'یک', 'خریدار']",recommended,recommended,recommended,recommended,recommended
203,"['عال', 'در', 'نوع', 'خود', 'و', 'قیم', 'خو', 'عال', 'نس', 'به', 'قیم']",recommended,recommended,recommended,recommended,recommended
204,"['سلا', 'گول', 'اندازه', 'تو', 'عکس', 'رو', 'خورد#خور', 'این', 'کلاسور', 'اندازه', 'کوچک', 'نسب', 'به', 'سایر', 'کلاسور', '', 'داشت#دار', 'اما', 'جنس', 'آن', 'و', 'جنس', 'کاغذ', '', 'به', 'کار', 'رفته', 'خیل', 'خوب', 'هس', 'کوچک', 'اس']",recommended,recommended,recommended,recommended,recommended
205,"['همه', 'چیز', 'خوب', '،', 'سرع', 'خواندن', 'و', 'نوشتن', 'اطلاع', 'ه', 'به', '100', 'مگابا', 'بر', 'ثانیه', 'میرسه', '.', 'Expansion', 'Portable', 'STEA', '4000400']",recommended,recommended,recommended,recommended,recommended
206,"['جون', 'داشت#دار', 'شیک', 'کند', 'موتور', 'باطر', 'ضعیف']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
207,"['پر', 'صدا', 'و', 'ک', 'بخار', 'و', 'بزرگ', 'و', 'جاگیر', 'ک', 'بخار']",not_recommended,not_recommended,recommended,not_recommended,recommended
208,"['اما', 'عاشق', 'بو', 'رنگ', 'خیل', 'خوب', 'ن']",recommended,recommended,recommended,recommended,recommended
209,"['من', 'تعریف', 'اینو', 'زیاد', 'شنید#شنو', '.', 'البته', 'خود', 'تازه', 'دس', 'رسیده', 'و', 'هنوز', 'خیل', 'استفاده', 'کرد#کن', '.', 'وزن', 'بالا', 'از', 'مز', '', 'یک', 'پاوربانک', '#هست', '.', 'ظاهر', 'زیبا', 'داره', 'و', 'بخاطر', 'ضخام', 'ک', 'تو', 'هر', 'کیف', 'جا', 'میشه', '.', 'فقط', 'بجا', 'نمایشگر', 'درصد', 'شارژ', '،', 'چهار', 'تا', 'چراغ', 'داره', 'که', 'ظرف', 'رو', 'نشون', 'میدن', '.', 'من', 'تو', 'شگف', 'انگیز', 'خرید', 'خو', 'دس', 'و', 'تعریف']",recommended,recommended,recommended,recommended,recommended
210,"['از', 'داخل', 'جعبه', 'ک', 'بیرون', 'آورد#آور', 'دل', 'و', 'رود', 'بیرون', 'ریخت#ریز', '،', 'برا', 'تس', 'ک', 'روشن', 'کرد#کن', 'بعد', 'از', '۳۰', 'ثانیه', 'لرز', 'شدید', 'نور', 'پیدا', 'کرد#کن', '،', 'کیف', 'بسیار', 'پایین', '،', '۵', 'تا', '۶.۵', 'میارزه', 'کیف', '۳.۵', 'از', '۱۰']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
211,"['خیل', 'خوب', 'ول', 'به', 'نظر', 'من', 'از', 'نوع', 'چوب', 'دست', 'دار', 'را', 'خرید#خر', 'ول', 'اگر', 'میخواهید', 'همین', 'را', 'خرید#خر', 'پیشنهاد', 'میکن', 'خرید#خر', 'عال', 'اس', 'جذاب', 'و', 'قشنگ']",recommended,recommended,recommended,recommended,recommended
212,"['با', 'سلا', '.', '\r', 'بهمن', 'ماه', 'لپ', 'تاپ', 'رو', 'خرید', '.', '.', 'تا', 'امروز', 'از', 'خرید', 'پشیمون', 'شد#شو', 'پخ', 'فیل', '-', 'وب', 'گرد', '-', 'گ', '-', 'تایپ', '-', 'فتوشاپ', 'و', '.', '.', '.', 'همه', 'چیو', 'خوب', 'اجرا', 'میکنه\r', 'وقت', 'بسته', 'به', 'دس', 'رسید', 'و', 'باز', 'کرد#کن', 'اول', 'خود', 'لپ', 'تاپ', 'توجه', 'رو', 'جلب', 'کرد#کن', 'و', 'فاکتور', 'دیج', 'کالا', 'و', 'کار', 'گارانت', 'و', 'دو', 'عدد', 'شارژر', 'درون', 'بسته', 'داره\r', 'این', 'دستگاه', 'ه', 'مثل', 'هرمحصول', 'نقاط', 'قو', 'و', 'ضعف', 'خود', 'رو', 'داره', 'البته', 'نقاط', 'قوت', 'ب', 'از', 'ضعفه', 'هیچ', 'درایور', 'همراه', 'محصول', 'نیس', 'که', 'مجبور', 'شد#شو', 'واسه', 'راه', 'انداز', 'ببر', 'خد', 'کامپیوتر', 'تا', 'همه', 'کار', 'رو', 'انجا', 'داد#ده', 'وآپد', 'نر', 'افزارهاشو', 'بگیره', 'واسم\r', 'نزدیک', 'بودن', 'پور', '', 'دستگاه', 'وقت', 'میخوا', 'دوتا', 'USB', 'و', 'HDMI', 'استفاده', 'کن', 'بعض', 'وقتا', 'اذ', 'کننده', 'میشه', 'میشد', 'از', 'فضا', 'خال', 'سم', 'راس', 'دستگاه', 'ه', 'استفاده', 'کرد\r', 'کابل', 'شارژر', 'دستگاه', 'ه', 'اگه', 'بلند', '', 'بود#باش', 'به', 'بود\r', 'با', 'پردازنده', 'قو', 'نسل8', '-', '8550', 'و', 'ر', '16', 'و', 'هارد', '2ترا', 'و', 'گرافیک', 'ا', 'ایکس4', 'گیگ', 'تو', 'هیچ', 'کار', 'ک', 'نمیاره', 'هرباز', 'با', 'بالا', 'تنظ', 'گرافیک', 'بدون', 'لگ', 'اجرا', 'کرده\r', 'شارژ', 'ده', 'دستگاه', 'برا', 'کار', '', 'سبک', 'روزمره', 'قابل', 'قبول', 'هستش\r', 'از', 'نظر', 'کیف', 'و', 'ظراف', 'محصول', 'ه', 'رضا', 'قابل', 'قبول', 'داره', 'و', 'حت', 'وقت', 'که', 'پرداز', 'سنگین', 'انجا', 'میده', 'ه', 'هیچ', 'صدا', 'اذیت', 'کننده', 'ا', 'از', 'فن', 'یا', 'هارد', 'دستگاه', 'شنیده', 'نمیشه\r', 'به', 'نظر', 'من', 'نسب', 'به', 'دیگر', 'رقیب', '', 'که', 'پول', 'مارک', 'و', 'برد#بر', 'میگیرن', 'لنوو', 'مثل', 'همیشه', 'عالیه\r', 'به', 'نظر', '/', 'سلیقه', '/', 'عقیده', 'یکدیگر', 'احترا', 'بگذاریم\r', 'ممنون', 'از', 'دیج', 'کالا', 'مناسب', 'در', 'رنج', 'قیم']",recommended,recommended,recommended,not_recommended,not_recommended
213,"['دو', 'تا', 'از', 'این', 'این', '', 'چند', 'سال', 'هس', 'دار', '.', 'عال', 'هس', '.', 'و', 'تا', 'آخر', 'عمر', 'فکر', 'کن', 'خوب', 'کار', 'کنه', 'برا', '.', 'عال', 'با', 'قیم', 'مناسب']",recommended,recommended,recommended,recommended,recommended
214,"['در', 'اولین', 'استفاده', 'از', 'این', 'سایه', 'ب', 'در', 'کویر', 'به', 'یه', 'باد', 'کل', 'پایه', '', 'خ', 'شد#شو', 'و', 'از', 'چندجا', 'شکس', 'خوب', 'ه', 'مهار', 'شد#شو', 'ول', '.', '.', '.', '.', 'کیف', 'پایین', 'سازه']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
215,"['کیف', 'صدا', 'خوبه\r', 'موفع', 'پخ', 'موسیق', 'با', 'صدا', 'معمول', 'فقط', 'صدا', 'خیل', 'بلند', 'شنیده', 'میشه', '(', 'مثل', 'ورود', 'مترو', 'به', 'ایستگاه', ')', 'ول', 'اگه', 'صداشو', 'زیاد', 'کرد#کن', 'اون', 'صدا', 'رو', 'ه', 'شنید#شنو', '.', '\r', 'ضمنا', 'دکمه', '', 'کنترل', 'موسیق', '،', 'با', 'اندروید', '۸', 'ه', 'کار', 'میکنه', 'و', 'مشکل', 'نداره', 'موسیق', 'با', 'آرام']",recommended,recommended,recommended,recommended,recommended
216,"['کرنو', 'از', 'کار', 'افتاد#افت', 'بعد', 'یه', 'حمو', 'رفتن', 'ه', 'کلا', 'باطل', 'شد#شو', 'گارنت', 'تمو', 'شده', 'نمیدون', 'چیکن', 'عملکرد', 'نامناسب']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
217,"['اصلا', 'نسب', 'به', 'قیمت', 'ارز', 'خرید', 'نداره\r', 'از', 'کیسه', 'فریزر', 'نازک', 'و', 'ب', 'کیف', '', 'هست\r', 'لبه', '', 'مدا', 'بلند', 'میشن', 'و', 'گرد', 'و', 'خاک', 'میگیرن\r', 'ارز', 'خرید', 'معادل', 'صفر', 'ریال', 'هست\r', 'موقع', 'خرید', 'دق', 'کرد#کن', 'و', 'فکر', 'میکرد', 'گلس', 'باشه', 'و', 'نه', 'برچسب', 'به', 'این', 'ب', 'کیفیتی\r', 'پولتون', 'رو', 'دور', 'نریزید\r', 'یک', 'برچسب', 'ضد', 'خ', 'گرفت#گیر', 'برا', '۱۰', 'بار', 'استفاده', 'میشه', 'و', 'با', 'قیچ', 'ببرید', 'بچسبونید', 'رو', 'دستبند', 'ب', 'ارز']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
218,"['خیل', 'دیر', 'شارژ', 'میکنه', 'نسب', 'به', 'بقیه', 'شارژر', '', 'فندک', 'شارژر', 'فندک']",not_recommended,recommended,recommended,recommended,recommended
219,"['دوتا', 'قهوه', 'ا', 'روشن', 'سفار', 'داد', '،', 'هر', 'کدو', 'یه', 'رنگ', 'بود#باش', '،', 'فهمید#فهم', 'کدو', 'قهوه', 'ا', 'روشن', 'هس', '،', 'رنگ', 'نور', 'زرد', 'هس', '،', 'جالبه', 'قدر', 'نور', 'دوتا', 'با', 'ه', 'فرق', 'دا', '،', 'توو', 'یک', 'پیچ', 'و', 'رول', 'پلاک', 'بود#باش', 'و', 'توو', 'یک', 'بود#باش', '،', 'الگو', '', 'داخل', 'جعبه', 'که', 'اصلا', 'سوراخ', 'با', 'جنس', 'یک', 'بود#باش', '،', 'فقط', 'خرید', 'زد#زن', 'به', 'دیوار', 'که', 'دیوار', '', 'نباشه', '،', 'نور', 'ه', 'خیل', 'خیل', 'کمه', '،', 'مخصوصاً', 'که', 'به', 'طلق', 'ضخ', 'رو', 'گذاشتن', '،', 'فکر', 'کن', 'دیگه', 'کاف', 'باشه', 'ایران', 'ب', 'کیف']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
220,"['علاوه', 'بر', 'موارد', 'که', 'دیج', 'کالا', 'ذکر', 'کرده', 'کورنو', 'و', 'تایمر', 'و', 'آلار', 'ه', 'داره', 'که', 'اشاره', 'شد#شو', 'خیل', 'شیکه', 'رو', 'دس', 'البته', 'من', 'با', 'تخفیف', 'گرف', 'کامله']",recommended,recommended,recommended,recommended,recommended
221,"['راض', 'نیس', '.', 'هر', 'دفعه', 'که', 'به', 'کامپیو', 'یا', 'تلویزیون', 'وصل', 'میکن', '،', 'با', 'خود', 'میگو', 'ال', 'هس', 'که', 'سوخت#سوز', 'راض', 'نیس']",not_recommended,recommended,recommended,not_recommended,not_recommended
222,"['این', 'لن', 'یه', 'ضعف', 'داره', 'که', 'متاسفانه', 'باعث', 'میشه', 'که', 'طول', 'عمر', 'مناسب', 'و', 'عملکرد', 'خوب', 'وقت', 'که', 'داغ', 'میشه', 'رو', 'کاملا', 'نادیده', 'بگیرم\r', 'اون', 'صدا', 'سو', 'خیل', 'بدیه', 'که', 'ایجاد', 'میکنه\r', 'متاسفانه', 'از', 'دو', 'نفر', 'از', 'دوس', 'ه', 'که', 'این', 'مورد', 'رو', 'سوال', 'کرد#کن', 'همین', 'رو', 'گفتن\r', 'عد', 'شیار', 'رو', 'لن', 'و', 'کیف', 'نامناسب', 'متاسفانه', 'باعث', 'این', 'مشکل', 'میشه', 'متاسفانه', 'کیف', 'خوب', 'نداره']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
223,"['سریع', 'شارژ', 'خال', 'میکنه', 'و', 'یه', 'گوش', 'نتونس', 'کامل', 'پر', 'کنه', 'خال', 'شدن', 'سریع', 'پاور', 'بانک']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
224,"['با', 'سلام\r', 'مد', 'دو', 'هفته', 'اس', 'که', 'این', 'شارژر', 'را', 'خریدار', 'کرد#کن', 'به', 'امید', 'اینکه', 'تو', 'خروج', 'ب', 'از', '۱۰', 'و', '(', '۵ولت*', '۲.۱', 'آمپر', 'یا', '۹ولت*', '۱.۵', 'آمپر', ')', 'برا', 'تس', 'دستگاه', 'درون', 'شرک', 'را', 'تامین', 'کند', '،', 'اما', 'حداکثر', 'خروج', 'دریافت', '۵', 'و', '(', '۵ولت*۱آمپر', ')', 'بود#باش', '،', 'زمانیکه', 'به', 'کارشناس', 'دیج', 'کالا', 'تماس', 'گرف', 'و', 'مشکل', 'را', 'گف', '،', 'و', 'مطرح', 'کرد#کن', 'که', 'شاید', 'این', 'دستگاه', 'دستورالعمل', 'کار', 'خاص', 'داشت#دار', 'که', 'من', 'نمیدان', '،', 'قرار', 'شد#شو', 'پیگیر', 'شده', 'و', 'پاسخ', 'داد#ده', 'که', 'تا', 'ال', 'چیز', 'دریاف', 'کرد#کن', '(', 'البته', 'چند', 'روز', 'تعطیل', 'بوده', 'و', 'هنوز', 'امیدوار', 'به', 'تماس', 'ا', 'هس', ')', '.', 'در', 'هر', 'صور', 'این', 'دستگاه', 'با', 'کارکرد', 'فعل', 'به', 'درد', 'آزما', 'من', 'نمیخورد', 'و', 'حک', 'یک', 'دوشاخه', 'معمول', '(', 'و', 'البته', 'گر', ')', 'را', 'داشت#دار', 'و', 'اصلا', 'خرید', 'آنرا', 'پیشنهاد', 'نمیکن', '.', 'استفاده', 'پس', 'از', 'دو', 'هفته']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
225,"['توصیه', 'میکن', 'حداقل', 'دو', 'برابر', 'این', 'میز', 'هزینه', 'کرد#کن', 'و', 'یه', 'چاقو', 'خرید#خر', 'تا', 'کیفیت', 'خوب', 'باشه', 'نازک', 'و', 'ب', 'کیف']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
226,"['بنده', 'سه', 'روز', 'پ', 'این', 'محصول', 'را', 'خریدار', 'کرد#کن', 'و', 'حداقل', 'انتظار', 'که', 'برا', 'پرداخ', 'این', 'قیم', 'دا', 'یک', 'هندزفر', 'متوسط', 'بود#باش', 'با', 'کیف', 'صدا', 'و', 'میکروفون', 'معمول', 'اما', 'متأسفانه', 'ه', 'کیف', 'صدا', 'ب', 'و', 'غیر', 'شفاف', 'اس', 'و', 'ه', 'عملا', 'میکروفون', 'آن', 'جه', 'برقرار', 'تماس', 'بلا', 'استفاده', 'اس', '.', 'واقعا', 'از', 'خرید', 'این', 'محصول', 'ب', 'کیف', 'ناراض', 'ا', 'میکروفون', 'بسیار', 'بد']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
227,"['از', 'کابل', 'اصل', 'ایفون', 'خیل', 'به', 'و', 'محکمتره', 'به', 'جا', 'اینکه', '۱۰', 'تا', 'کابل', 'فیک', 'رو', 'به', 'جا', 'اصل', 'بهتون', 'بدن', 'پیشنهاد', 'میکن', 'این', 'کابل', 'رو', 'امتح', 'کرد#کن', 'من', 'که', 'خیل', 'راض', 'ا', 'پیشنهاد', 'میکن', 'این', 'کابل', 'رو', 'امتح', 'کرد#کن']",recommended,recommended,recommended,recommended,recommended
228,"['راض', 'هس', 'از', 'گوش', 'از', 'اول', 'خو', 'دس', '', 'شده', 'گارد', 'سامسونگJ7', '2016']",recommended,recommended,recommended,not_recommended,not_recommended
229,"['اگه', 'لاز', 'دارین', 'بخرین', 'کیف', 'صدا', 'خوبه', 'انتظار', 'استریو', 'نداشته', 'باشین', 'بعضیا', 'خیل', 'بد', 'نظر', 'میدن', 'بنظر', 'به', 'نسب', 'قیم', 'خوبه', 'صدا', 'خوبه']",recommended,recommended,recommended,recommended,recommended
230,"['اول', 'در', 'بسته', 'نم', 'شد#شو', '.', '\r', 'در', 'رو', 'بس', 'دور', 'ه', 'چسب', 'پیچید#پیچ', 'بلکه', 'بتون', 'از', 'استفاده', 'کن', '.', 'وقت', 'رف', 'بیرون', 'دید', 'مواد', 'که', 'تو', 'سه', 'تا', 'جا', 'ریخ', 'باه', 'مخلوط', 'شده', '.', '\r', 'نم', 'دون', 'چرا', 'دیج', 'هر', 'چیز', 'ب', 'کیفیت', 'رو', 'وارد', 'سایت', 'م', 'کنه', '.', '\r', 'اگه', 'دوس', 'داشت#دار', 'پولتون', 'رو', 'دور', 'ریخت#ریز', 'حتما', 'از', 'این', 'محصول', 'خریدار', 'کرد#کن', '.', 'پول', 'دور', 'انداختن', 'اس']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
231,"['دستک', 'کارآمد', 'نیس', 'با', 'وجودیکه', 'طرح', 'و', 'دوخ', 'زیبا', 'داره', '.', 'در', 'صور', 'استفاده', 'از', 'این', 'دستک', 'موقع', 'وزنه', 'زدن', '،', 'بازه', 'کف', 'دس', 'پینه', 'میبندد', 'برا', 'وزنه', 'زدن', 'مناسب', 'نیس']",not_recommended,recommended,recommended,recommended,recommended
232,"['من', 'امروز', 'رسید', 'برا', 'سرع', 'شارژ', 'بسیار', 'بالا', 'داره', 'و', 'خیل', 'زیبا', 'من', 'رو', '206', 'استفاده', 'کرد#کن', 'و', 'اصلا', 'لق', 'نمیخوره', 'و', 'ف', 'ف', 'هس', 'خدا', 'ایراد', 'دید#بین', 'و', 'خرید', 'خوب', 'کرد#کن', 'شارژر', 'فندک', 'شیاوم', 'مدل', 'CZCDQ', '02', 'ZM', 'QC', '3.0']",recommended,recommended,recommended,recommended,recommended
233,"['خیل', 'ب', 'کیف', 'اصلا', 'از', 'دید', 'کالا', 'انتظار', 'ندا', '\r', 'اصلا', 'مو', 'رو', 'کوتاه', 'نم', 'کنه', 'و', 'صدا', 'خیل', 'زیاد', 'داره', '\r', 'ب', 'کیف', '', 'از', 'این', 'اصلا', 'دید#بین', 'ب', 'کیف']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
234,"['سلا', 'دوس', 'عزیز', 'و', 'ورزشکار', 'و', 'اهل', 'سفر', '.', 'اسپیکر', 'خوبیه', 'رادیو', 'داره', 'که', 'کار', 'راه', 'اندازه', '.', 'ول', 'خب', 'بخاطر', 'تازه', 'کار', 'بودن', 'سازنده', 'و', 'سیاس', '', 'کاه', 'هزینه', 'سع', 'کرده', 'کیف', 'پایین', 'رو', 'ملاک', 'قرار', 'داد#ده', 'بجا', 'کیف', '.', 'تا', 'ال', 'از', 'دس', 'نیفتاده', 'تو', 'ورز', 'و', 'کوهنورد', 'بخاطر', 'کارابین', 'آلومینیوم', 'خوب', '،', 'ول', 'احساس', 'میکن', 'اگه', 'از', 'جیبتون', '(', 'ارتفاع', 'حدود', '۱متر', ')', 'بیفته', 'کم', 'آسیب', 'ببینه', '.', '\r', 'ضد', 'رطوب', 'و', 'گرد', 'و', 'خاک', 'هس', 'ول', 'فکر', 'کرد#کن', 'ضدآب', 'باشه', 'حواستون', 'باشه', '.', 'چون', 'چندتا', 'سوراخ', 'داره', 'که', 'نوار', 'آب', 'بند', 'نداره', '.', 'زبون', 'چینیه', 'که', 'افتضاحه', 'موقع', 'تعویض', 'کانال', 'رادیو', '.', '\r', 'حج', 'صدا', 'خوبه', 'و', 'از', 'اون', 'به', 'شارژ', 'نسبتا', 'عال', 'با', 'هس', '.', '\r', 'بدک', 'نیس', 'البته', 'من', 'تو', 'دور', 'ارزون', 'خرید#خر', 'تو', 'پیشنهاد', 'ویژه', '.', '\r', 'ایشالا', 'موفق', 'بود#باش', 'اسپیکر', 'مناسب', 'کوه', 'و', 'ورز']",recommended,recommended,recommended,not_recommended,not_recommended
235,"['خیل', 'جنس', 'بند', 'مزخرفه', '.', 'سریع', 'پاره', 'میشه', '.', 'وقت', 'تماس', 'برقرار', 'میشه', 'از', 'بلند', 'گو', 'پخ', 'میشه', 'و', 'کار', 'نمیشه', 'کرد#کن', 'پس', 'یعن', 'هیچ', 'استفاد', '', 'نمیشه', 'کرد#کن', 'فقط', 'به', 'انوانه', 'ساع', 'ب', 'کیف']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
236,"['با', 'سلا', '؛', 'من', 'چندین', 'سال', 'قبل', 'این', 'ادکلن', 'را', 'خرید#خر', 'و', 'بو', 'بسیار', 'عال', 'و', 'با', 'ماندگار', 'خوب', 'بود#باش', 'ول', 'این', 'بار', 'که', 'از', 'دیج', 'کالا', 'خرید', 'اصلا', 'کیف', 'گذشته', 'را', 'ندا', '!', 'راض', 'نیس']",not_recommended,not_recommended,recommended,not_recommended,recommended
237,"['خیل', 'عالیه', '.', 'بسیار', 'شیکک\r', 'فقط', 'باید', 'مراقب', 'باشین', 'که', 'خیل', 'از', 'ارتفاع', 'رو', 'زمین', 'نخوره', 'چون', 'یک', 'لق', 'میشه', 'اگه', 'بخوره', 'فوق', 'العاده', 'با', 'کیف']",recommended,recommended,recommended,recommended,recommended
238,"['با', 'توجه', 'به', 'قیم', 'و', 'اهم', 'ایمن', 'انتخاب', 'حداقل', 'خوب', 'اس', '.', 'با', 'توجه', 'به', 'قیم', 'خوب', 'اس']",recommended,recommended,recommended,recommended,recommended
239,"['خوب', 'نیس', '،', 'خرید#خر', '.', 'خوب', 'نیس', '.']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
240,"['اگر', 'سایز', 'شما', '38', 'اس', 'باید', 'سایز', '41', 'خرید#خر', 'همین', '.', 'در', 'کل', '.', 'صندل', 'خوب', 'اس', 'قالب', 'بسیار', 'کوچک']",not_recommended,recommended,recommended,recommended,recommended
241,"['من', 'این', 'محصول', 'را', 'در', 'فرو', 'شگف', 'انگیز', 'خریدار', 'کرد#کن', 'و', 'کاملا', 'نسب', 'به', 'هزینه', 'ا', 'که', 'پرداخ', 'کرده_ا', 'راض', 'هس', '.', 'اصال', 'کالا', 'و', 'کیف', 'بالا']",recommended,recommended,recommended,recommended,recommended
242,"['من', 'واسه', 'اس', 'ه', 'پلاس', 'سفار', 'داد', 'مال', 'اس', 'ه', 'معمول', 'واس', 'اومد', 'حوصله', 'برگ', 'ه', 'ندا', 'پیشنهاد', 'نمیکن']",not_recommended,not_recommended,not_recommended,not_recommended,not_recommended
243,"['قبل', 'از', 'خرید', 'این', 'کف', 'نظر', 'خرید', 'این', 'کف', 'رو', 'در', 'سا', 'North', 'Face', 'مطالعه', 'کرد#کن', 'و', 'بعد', 'از', 'تحقیق', 'زیاد', 'خرید#خر', 'و', 'ال', 'که', 'به', 'دس', 'رسیده', 'متوجه', 'شد#شو', 'تما', 'نظر', 'درس', 'بوده', 'و', 'بسیار', 'خو', 'ساخ', 'و', 'نر', 'و', 'راح', 'هس', 'و', 'علاوه', 'بر', 'ویژگ', '', 'مثب', 'برا', 'طبیع', 'گرد', '،', 'برا', 'مصرف', 'روزانه', 'ه', 'بسیار', 'ایده', 'آل', 'هس', '.', 'لاز', 'به', 'ذکر', 'هس', 'که', 'دقیقا', 'اندازه', 'تصویر', 'و', 'حت', 'ب', 'از', 'عکس', '،', 'زیبا', 'و', 'جذاب', 'هس', '.', 'یک', 'از', 'به', 'و', 'موفق', '', 'خرید', 'اخیر']",recommended,recommended,recommended,recommended,recommended
244,"['قدر', 'و', 'کیف', 'خوب', 'داره', '.', 'دریل', 'پیچ', 'گوشت', 'mpt']",recommended,recommended,recommended,recommended,recommended
245,"['چهار', 'متریشو', 'تو', 'آف', 'خرید', 'همه', 'چ', 'عالیه', '.', 'فقط', 'دوس', 'دا', 'رنگ', 'براق', '', 'یا', 'شفاف', 'باشه', 'که', 'نیس', 'ول', 'باز', 'قشنگه\r', 'پرزا', 'کوتاهه', 'و', 'وزن', 'فر', 'زیاد', 'نیست\r', 'درکل', 'ارز', 'خرید', 'داره', 'طراح', 'و', 'باف', 'و', 'رنگ']",recommended,recommended,recommended,recommended,recommended
